DBA,ZIPCODE
Popeyes Louisiana Kitchen,10457
Taco Bell Cantina #036012,10018
Dunkin' / 'Baskin Robbins,11385
Qdoba,10307
Taco Bell,11370
Popeyes,11203
Papa John's,10467
Peppa's Jerk Chicken,11216
Domino's,11421
Wendy's,11203
Chipotle Mexican Grill,10024
Dunkin,11237
Wendys,11354
"Burger King, Popeyes",10462
Little Caesars,11221
Dunkin' / Baskin Robbins,11385
La Casa Del Taco,10302
"Dunkin', Baskin Robbins",11220
Dunkin' / Baskin-Robbins,11105
Crown Fried Chicken & Pizza,11221
Chipotle Mexican Grill,10463
Subway,10462
Blazin Chicken & Gyro,10452
Starbucks,11101
Domino's,11212
"Taco Bell, Piattino, Green Leafs",10314
Starbucks,11234
Popeyes,11436
Dunkin,11220
Kennedy Chicken & Grill,11226
Little Caesars,10458
Starbucks Coffee,10465
Starbucks,10039
Panera Bread,11101
Texas Chicken & Burgers,11221
Subway,11225
Unidentified Flying Chicken,11372
375 Chicken N Fries,10036
Kennedy Chicken And Burger,11216
Subway,10036
Crown Fried Chicken,11216
Dunkin,10035
Kennedy Fried Chicken & Salad Bar,10467
Dunkin,10471
Dunkin,10302
Crown Fried Chicken & Pizza,11221
Fried Chicken And Sandwich,11364
Dunkin',11373
Starbucks,10036
Subway,10004
Starbucks,10038
Papa John's,11368
Dunkin,10309
Taco Bell,11220
Tko Chicken & Ribs,11234
Dunkin,11385
Domino's,10462
Little Caesars,10459
Dunkin,11372
Kennedy Fried Chicken,10453
Rochdale Chicken And Fish,11434
Kfc,10455
Burger King,11354
Kennedy Fried Chicken,10461
Dunkin,10468
"The Prime Rib, Dunkin Donuts - Fa8040 (Ca8041)",10121
Starbucks,10018
Popeyes,10302
Kennedy Chicken And Burger,10466
Inca Chicken,11237
Popeyes Louisiana Kitchen,11208
Starbucks,10016
Crown Fried Chicken & Pizza,10035
Starbucks,10010
Moonlite Grill & Chicken,11372
Dunkin,10472
Crown Fried Chicken,11432
"Dunkin', Baskin Robbins",11413
Chipotle Mexican Grill,11206
Subway,10307
Shake Shack,10028
King's Fried Chicken & Burger,11213
Domino's Pizza #3687,10016
Starbucks,11201
Domino's,10472
Papa Johns Pizza,10310
Starbucks,10451
Starbucks Coffee,10017
Popeyes,11207
Wendy's,10010
Kennedy Chicken & Pizza,10453
Dunkin,11235
Subway,10001
Kennedy Fried Chicken,10456
Popeyes,10029
Popeyes,11207
Chipotle Mexican Grill #3056,11360
Dunkin/Baskin,10303
Dunkin,10021
Papa John's Pizza,10466
Double Chicken Please,10002
Shake Shack #1340,10022
Mr. Chicken And Mrs. Tea,11417
Kentucky Fried Chicken,10029
Kennedy Chicken,11207
Five Star Kennedy Pizza Chicken & Waffles,10454
Apu Kennedy Fried Chicken,11434
Qdoba Mexican Restaurant,10306
"Dunkin',' Hudson News",10121
Subway,10301
Papa John's,11225
Popeyes,11225
Popeyes,11354
Dunkin,11418
Dunkin,10306
The Chick Inn Harlem,10031
Chicken Feastin,11221
Panera Bread,11385
Domino's,11218
Kennedy Fried Chicken,10466
Dunkin,11364
Palace Fried Chicken & Pizza,11235
Dunkin,10310
Popeyes,10461
Subway,10032
The Chicken Shack,11106
Dunkin,10467
Chipotle Mexican Grill #3056,11237
Domino's,11385
Kennedy Fried Chicken,10452
Dunkin,10036
Subway,11372
Burger King,10004
Dunkin Donuts,10463
Dunkin',11220
Subway,11373
Unidentified Flying Chicken,11372
Papa Johns Pizza,10310
Rokstar Chicken,10035
Subway,10004
Taco Bell,10033
Subway,10002
Subway,11423
Dunkin',11373
Jojo Chicken/Lao Jie,11354
Burger King,11368
Dunkin',11223
Dunkin,10451
Burger King,10471
Starbucks,10028
Five Guys Famous Burgers And Fries,10036
Dunkin Donuts,10314
Starbucks,10014
Kfc,11421
Starbucks,10003
Dunkin,10027
Popeyes,10451
Papa John's,11225
Subway,10019
"Dunkin', Baskin Robbins",11220
Popeyes,10014
Dunkin,11215
Popeyes,10467
Dunkin,10016
Taco Bell,11419
Chipotle Mexican Grill,10016
Subway,11434
Popeyes,10475
Starbucks,11222
Dunkin',10457
Dunkin,11436
Kennedy Fried Chicken,10458
Kennedy Fried Chicken,11418
Krispy Fried Chicken & Pizza,10452
Panda Express,11201
Dunkin,10013
Starbucks Coffe #55085,10001
Kennedy Fried Chicken & Pizza,10470
Popeyes,10469
Dunkin & Jimmy John's,10001
Popeyes Louisiana Kitchen,10457
Kennedy Fried Chicken,11420
Rochdale Chicken And Fish 90z,11212
Kennedy Fried Chicken,11368
Subway,10040
Kennedy Fried Chicken,10456
Starbucks,11222
Dunkin,11375
Popeyes,10475
Charles Pan-Fried Chicken,10027
Starbucks,10013
Popeyes,10040
Burger King,10302
John's Fried Chicken,10034
Five Guys Famous Burgers And Fries,10018
Starbucks,10004
Subway,10453
The Chicken Shack,11106
Subway,10305
New Mama's Fried Chicken,10455
The Original American Chicken,11104
Panda Express,10027
Bb.q Chicken 3rd Avenue,10016
Dunkin',11226
Burger King,11369
Starbucks Coffee,10001
Taco Bell,11105
Kfc,10469
Chirping Chicken,10025
Chick-Fil-A,11373
Dunkin/Jimmy Johns,11361
Tex*S Chicken & Burgers,11354
Kennedy Fried Chicken,10027
Wendy's,10036
Dunkin,10474
Chipotle Mexican Grill,10013
Crown Fried Chicken & Pizza,11221
Subway,10010
Dunkin,11430
New Texas Fried Chicken & Pizza,11377
Rochdale Chicken And Fish 90z,11212
Chipotle Mexican Grill,10014
Nyc Pizza & Fried Chicken,10009
Taco Bell,10033
Chicken Box,11412
Munch N' Grub Chicken,10457
Mad For Chicken,11375
The Chicken Shack,11106
Kennedy Fried Chicken,10459
Dunkin',10018
Dunkin,10454
Dunkin,11375
Dunkin,11415
Burger King #27012,10303
Subway,11426
Dunkin',11231
Papa John's Pizza,11373
Domino's,11103
Popeyes,10002
Chipotle Mexican Grill,10001
Blazin Chicken & Gyro,10452
Crown Fried Chicken,10029
"Dunkin',' Baskin Robbins",11237
Papa John's,11436
Dunkin',10022
Subway Store #30214,11374
Dunkin Baskin Robins,10029
Dunkin,11422
Kennedy Fried Chicken,10461
Dixy Chicken & Grill,11209
Subway,10460
Crown Fried Chicken Grill & Salad,11208
Popeyes,10302
Wendy's,10314
Dunkin,11364
Dunkin,10312
Popeyes,11214
Shake Shack,11201
"Dunkin',' Baskin Robbins",10453
Subway,10040
Kennedy Fried Chicken,11210
Papa John's Pizza,11212
Kennedy Fried Chicken & Salad Bar,10467
"Kfc, Taco Bell",10457
Tex*S Chicken & Burgers,11354
Tex's Chicken & Burgers,11226
Kennedy Chicken And Burger,10466
Domino's,10025
Kennedy Fried Chicken & Pizza,10451
Popeyes,11433
Dunkin,10465
Dunkin',10467
Starbucks,10023
Subway,10019
Starbucks,10019
Taco Bell,10036
Mr. Chicken And Mrs. Tea,11417
Dunkin',10036
Dunkin,11356
Wendy's,10018
Chipotle Mexican Grill,10280
Dunkin'/Baskin Robbins,11229
Subway,10028
Subway,11366
Dunkin,10007
Starbucks (Tccd),11371
Taco Bell Cantina,10018
Domino's,11221
Qdoba,10307
Kennedy Fried Chicken,11207
Steve's Original Jerk Chicken,11203
Kennedy Fried Chicken,10474
Subway,10032
Chipotle Mexican Grill,10014
Kennedy Chicken,11207
Chipotle Mexican Grill,10019
Kennedy Chicken And Pizza,10459
Chipotle Mexican Grill,11209
Taco Bell,11224
King's Fried Chicken & Burger,11213
Bb.q Chicken,11217
Kennedy Fried Chicken & Salad Bar,10467
"Burger King, Popeyes",11234
Subway,10003
Domino's Pizza #3687,10016
Kennedy Fried Chicken,10458
Kenedy Chicken & Pizza,10472
Starbucks,10023
Subway,10018
Starbucks,10011
Subway,11101
Wendy's,10017
Burger King,10461
Kennedy Chicken Grill Seafood,11412
Halal Royal Crown Chicken & Pizza,11233
Wendys,11361
Singsing Chicken & Karaoke,11106
Five Guys Famous Burgers And Fries,11365
Popeyes,11422
Little Caesars,11101
Subway,11101
Dunkin' / Baskin Robbins,10011
Starbucks,11105
Mad For Chicken,10011
Chipotle Mexican Grill,10019
Dunkin,11427
375 Chicken N Fries,10036
Chipotle Mexican Grill,11249
Chipotle Mexican Grill,10003
Domino's,11216
Popeyes,10459
Dunkin',11225
Crown Fried Chicken,11208
Taco Bell,11379
Panda Express,10001
Domino's,11201
Little Caesars,11434
Dunkin,10112
Subway,10314
Starbucks Coffee Company,11354
Chipotle Mexican Grill,10003
Burger King,10007
Popeyes Louisiana Kitchen,10001
Kennedy Fried Chicken,10469
Us Fried Chicken & Pizza,11231
Dunkin' / Baskin-Robbins,11105
Crown Fried Chicken,10032
Crown Fried Chicken,11216
Dunkin',11236
Chipotle Mexican Grill,10019
Kennedy Fried Chicken & Pizza,10451
Taco Bell,11236
Dunkin,11214
Subway,10453
Starbucks,10022
Panda Express,11373
Subway,11101
Starbucks #7277,10010
Rano's Chicken Burgers,10029
"Taco Bell, Piattino, Green Leafs",10314
Taco Bell,10036
Blue Ribbon Fried Chicken,10003
Dunkin',11219
"Dunkin',' Baskin Robbins",10473
The Hatch-Chicken & Wraps,11206
Starbucks,10019
Starbucks Coffee,10025
Dunkin',11219
Subway,10002
Popeyes,10473
Kennedy Fried Chicken & Pizza,10456
King's Fried Chicken & Burger,11213
Dunkin,11373
Kennedy Fried Chicken,10451
Dunkin,10460
Rico's Chicken Pollos A La Brasa,11355
Dunkin Donuts,11385
Crown Fried Chicken,11213
Dunkin Donuts,10475
Domino's,11420
Texas Chicken & Burgers,10031
Subway,10029
Dunkin,10470
Wendy Teriyaki / Sushi Yoshi,11103
Subway,10306
Dunkin,11356
Popeyes,10035
Dunkin Donuts,10463
Wendy's,10010
Crown Fried Chicken Grill & Salad,11208
Subway,10459
Burger King,11369
Dunkin,10475
Kennedy Chicken & Pizza,10453
Dunkin,10314
Mad For Chicken,11103
Kenedy Chicken & Pizza,10472
Starbucks,11201
Dunkin,11385
Dunkin' / Baskin Robbins,11215
Peppa's Jerk Chicken,11413
Subway,11692
Popeyes Louisiana Kitchen,10457
"Dunkin', Baskin Robbins",11204
Kentucky Fried Chicken (Kfc),10472
Dunkin,11215
Subway,10018
Popeyes,10460
Five Guys Famous Burgers And Fries,10465
Dunkin Donuts,11212
Starbucks,11204
Popeyes,11236
Shake Shack,11432
Dominos,11226
Popeyes,10467
Dunkin,10035
"Dunkin', Baskin Robbins",11435
Starbucks #7277,10010
Kennedy Fried Chicken,10461
Blazin Chicken & Gyro,10452
Chipotle Mexican Grill,11373
Chipotle Mexican Grill,10016
Starbucks,11377
Domino's,11226
Starbucks,10039
Crown Fried Chicken,11216
Burger King,11210
Kennedy Fried Chicken,11377
Dunkin' Donuts,10462
Dunkin,10461
Subway,10033
Us Fried Chicken,11212
Subway,11370
Dunkin,10065
Dunkin,10013
Dunkin'/Hudson News,10121
"Dunkin',' Baskin Robbins",10473
Krispy Fried Chicken & Pizza,10452
Dunkin Baskin Robbins,11236
Subway,11101
Dunkin,11223
Rochdale Chicken And Fish 90z,11212
Texas Fried Chicken,10026
Dunkin,10467
Popeyes Louisiana Kitchen,10001
Starbucks,11201
"Burger King, Popeyes",11209
Kennedy Fried Chicken & Pizza,10459
Kfc,10027
New Texas Chicken & Grill,11385
Burger King,10472
Subway,10023
Kennedy Fried Chicken,10456
Subway,10013
Starbucks,10010
Subway,10033
Papa John's,10462
Subway,11201
Dunkin',11226
Popeyes,10003
Texas Chicken & Burgers,11221
Texas Chicken And Burgers,10467
Dunkin,11230
Gai Chicken & Rice,10017
Subway,11101
Chipotle Mexican Grill #2918,10314
Starbucks,10017
Wendy's,10010
Tex's Chicken & Burgers,11226
Kennedy Chicken And Burger,10466
"Kfc, Taco Bell",10457
Chipotle Mexican Grill #2879,11238
Five Guys Famous Burgers And Fries,11234
Dunkin',10457
Dunkin,10470
Sonic Drive-In,10307
Burger King,11368
Subway,11229
Domino's,10027
Dunkin,11203
Rokstar Chicken,11362
Dunkin,10012
Subway,10031
Kfc,11218
Dunkin',11213
Dango Chicken,11362
Subway,11691
Chipotle Mexican Grill,10038
Chipotle Mexican Grill #3309,11201
Texas Fried Chicken,10040
Dunkin' Donuts,10462
Big New York Fried Chicken,11691
Fried Chicken With The Sauce,11226
Papa John's,11236
Dunkin,10472
"Dunkin', Baskin Robbins",10128
Papa John's Pizza,11212
Burger King,10314
Mad For Chicken,11211
Crown Fried Chicken,11413
Dunkin,11354
Kennedy Fried Chicken,11420
"Dunkin',' Baskin Robbins",10468
Dunkin,10007
Popeyes,11412
Domino's Pizza #3689,10128
"Dunkin',' Baskin Robbins",11421
Dunkin,11417
Dunkin' / 'Baskin Robbins,10014
Starbucks,10310
Subway,11101
Pelicana Chicken,11104
Dunkin,11220
Starbucks,10038
Crown Fried Chicken Grill & Salad,11208
Dunkin,10302
Dunkin,10037
Crown Fried Chicken Grill & Salad,11208
Shake Shack #1525,10019
Papa John's Pizza,10456
The Original American Chicken,11372
Dunkin' / 'Baskin Robbins,11102
Dunkin/Jimmy Johns,11361
Five Guys Famous Burgers And Fries,10001
Dominos,11206
Dunkin',11238
Dunkin,10305
Kennedy Fried Chicken,10452
Mr. Chicken And Mrs. Tea,11417
Burger King,10457
Dunkin,10003
Chick-N-Rice,11040
Dunkin,10451
Popeyes Louisiana Kitchen,10457
Kennedy Chicken & Grill,11226
Kew Gardens Chicken,11415
Dunkin,10306
Dunkin Donuts,11212
Subway,10032
Kfc,11372
Dunkin - Baskin Robbins,10452
Dunkin',10038
Starbucks,10022
Shah's Halal Food/Castle Chicken And Burger,11373
Five Guys Burgers And Fries,11365
Sonic Drive-In,10307
Dunkin,10025
The Chicken Shack,11106
Mad For Chicken,11104
Taco Bell Cantina,10458
Kennedy Fried Chicken,10466
Burger King,11218
Kennedy Fried Chicken & Pizza,10467
Kennedy Chicken And Burger,10466
Dunkin,11204
Lincoln Fried Chicken,10472
Kennedy Fried Chicken,10451
Domino's,11232
Chipotle Mexican Grill,10004
Dunkin Donuts,11414
Shake Shack,10301
Popeyes Louisiana Kitchen,11212
Starbucks,10011
Kennedy Fried Chicken & Salad Bar,10467
Dunkin,10007
Subway,11234
Chipotle Mexican Grill,10013
Subway,10451
Dunkin,11204
Kennedy Fried Chicken,10462
Domino's,10465
Chirping Chicken,10461
Dunkin Donuts,10455
Dunkin,10461
Dunkin',10025
Papa John's,11413
Starbucks,10007
Taco Bell,10455
Taco Bell,10461
Taco Bell,10036
Dunkin',10025
786 Crown Chicken & Pizza,11233
"Crown Fried Chicken, Pizza & Coffee Shop",11208
Starbucks,11418
Domino's,10009
Dunkin,10019
Dunkin,11370
Subway,10305
Dunkin,10310
Domino's,11103
Wendy's,10455
Papa John's,11217
Sabba's Chicken,10039
"Burger King, Popeyes",11414
Crown Fried Chicken,11432
Starbucks Coffee,10016
Subway,11432
Dunkin' Express,11430
Taco Bell,11226
Crown Fried Chicken,11238
Dunkin,11385
Dunkin,10309
Starbucks Coffee,10309
"Dunkin', Baskin Robbins",10010
Five Guys Burgers And Fries,11385
Domino's,10011
Little Caesars,10452
Burger King,10472
Burger King,11220
Ocky Fried Chicken & Pizza,10451
Dunkin,11430
Taco Bell,11105
Dunkin,11375
Kennedy Fried Chicken And Pizza,10456
La Rosa Chicken & Grill,10306
Starbucks #50611,10023
Popeyes,11413
La Ruta Del Taco,11221
Dunkin,10465
Wendy's,10003
Popeyes,11224
Starbucks,10463
Kentucky Fried Chicken (Kfc),10472
Chick Chick,10024
Kennedy Fried Chicken,11224
Popeyes,10025
Dunkin Donuts,10475
Starbucks Coffee #7358,11201
Tex's Chicken & Burgers,11226
Taco Bell,10302
Burger King,10314
Dunkin,10455
Taco Bell,10459
Dominos,11226
Starbucks,11209
Taco Bell,11206
Chipotle Mexican Grill,11249
Dunkin,10472
Subway,10005
Papa John's,11436
Subway,11040
Dunkin,11105
Dunkin,11357
Dunkin,10468
Taco Bell,10031
Domino's,11236
New Texas Chicken & Grill,11385
Dunkin,11435
Crown Chicken & Pizza,11236
Popeyes Louisiana Kitchen,10011
Popeyes Louisiana Chicken,11223
Wendys,11374
Burger King,10314
Dunkin,11361
Subway,10002
Crown Fried Chicken,10029
Kennedy Fried Chicken,10460
"Dunkin',' Baskin Robbins",11435
Kennedy Fried Chicken,10460
Chick-Fil-A,11217
Starbucks Coffee,11374
Starbucks Coffee,10036
Dunkin,11226
Domino's,11418
Dunkin Donuts,10463
Starbucks,10010
Dunkin,10305
Wendys,11209
Starbucks,10004
Gai Chicken & Rice,10017
Hainan Chicken House,11220
Taco Bell,11101
Dunkin,10018
Taco Bell,10453
Panda Express,10001
Five Guys,11239
Dunkin,11691
Garlic To The Chicken,11385
Starbucks,10028
Chipotle Mexican Grill,10036
Nelly's Chicken & Pizza,10032
Subway,10460
Subway,10463
Chipotle Mexican Grill #3056,10031
Popeyes Louisiana Kitchen,11205
Kentucky Fried Chicken,10029
Dunkin,10013
Subway,10468
Dunkin',11238
Blazin Chicken & Gyro,10452
Panera Bread #9202,10065
Kennedy Chicken And Burger,11216
Burger King,10469
Dominos,11377
Hanyang Chicken,11354
Dunkin,10032
Starbucks,10009
Dunkin,10312
Dunkin',11368
Chipotle Mexican Grill,10018
Crown Fried Chicken,11211
Texas Chicken & Burger,10462
"Dunkin',' Baskin Robbins",11691
Starbucks Coffee,11373
Subway,10065
Starbucks,10006
Starbucks,10036
Kfc,11434
Kennedy Fried Chicken & Pizza,10470
Halal Fried Chicken & Pizza,10457
Dunkin-Baskin Robbins,10016
Dunkin,10469
Starbucks,10028
Crown Fried Chicken,11207
Dunkin,10469
Burger King,11434
Chipotle Mexican Grill,10014
Liberty Kennedy Fried Chicken & Pizza,11419
Shake Shack,10036
"Dunkin', Baskin Robbins",10010
Gyro Hub And Fried Chicken,11210
Kennedy Chicken And Burger,11216
Subway,10305
Dunkin,11354
Papa John's Pizza,10031
Wendy's,10475
Popeyes,11214
Dunkin,10038
Dunkin,10016
Wendy's,10036
Domino's Pizza #3680,10034
Burger King,11354
Subway,10032
Subway,10022
Crown Fried Chicken,11216
Dunkin / Baskin Robbins,10025
Starbucks,10022
Big New York Fried Chicken,11691
Dunkin Donuts,10469
Popeyes,10467
New Crown Chicken & Biscuit,11207
Kfc / Taco Bell,11222
"Dunkin',' Baskin Robbins",10065
Popeyes Louisiana Kitchen,10001
375 Chicken N Fries,10036
Chirping Chicken,10028
"Dunkin', Baskin Robbins",11434
The Chicken Shack,11106
Dunkin,10302
Chipotle Mexican Grill,10021
Papa John's,11416
Blazin Chicken & Gyro,10452
Dunkin,11103
Subway,11101
Chipotle Mexican Grill,11201
Subway,10465
Andrea's Chicken,11378
Kennedy Fried Chicken,10455
Kennedy Chicken & Burgers,10029
Dunkin Donuts,10463
Domino's,10472
Chick-Fil-A Queens Center Mall,11373
Burger King,10451
Dominos,10314
Burger King,10302
Popeyes,10040
Five Guys Famous Burgers And Fries,11234
Papa John's Pizza,10467
Panda Express #2622,10036
Kfc / Taco Bell,11223
Dunkin,10468
Papa John's,10462
Dunkin,11211
Popeyes,11421
Us Fried Chicken & Pizza,11231
Crown Fried Chicken,11238
Kfc,11218
Dunkin',10022
Milano Pizza & Fried Chicken,10460
Domino's,11207
Dunkin,10033
Starbucks,11385
Starbucks,10010
Starbucks,11201
Taco Bell,10040
Bayside Chicken Lovers,11361
Wendy's (Concourse F),11371
New Mama's Fried Chicken,10455
Kennedy Fried Chicken,10002
Little Caesars,11421
Starbucks,10012
New Rio Fried Chicken & Pizza,11432
Peppa's Jerk Chicken,11216
Panda Express #2622,10036
Starbucks,11414
Subway,10013
Dunkin',11213
Shake Shack,10282
Dunkin,10470
Starbucks,10028
Dunkin',11220
Dunkin',10040
Ba Sak Chicken,11358
Dunkin',11209
Subway,10467
Domino's Pizza #3689,10128
Crown Fried Chicken,11221
Dunkin',11225
Domino's,10460
Crown Fried Chicken,10462
Chipotle Mexican Grill,11372
Popeyes Louisiana Kitchen,10001
Dunkin',10036
Dunkin,10312
Kennedy Chicken And Burger,10466
Popeyes,10032
Dunkin,10001
Dango Chicken,11362
Chirping Chicken,10028
Starbucks Chartwells 1st Floor,10038
Chicken Festival,11105
Chipotle Mexican Grill #3056,10031
Starbucks,10012
Dunkin,11218
Kennedy Fried Chicken,10451
Subway,11234
Kennedy Fried Chicken,10455
Crown Fried Chicken,11211
Popeyes Louisiana Chicken,11223
Dunkin Donuts,10469
Subway,10459
Texas Chicken & Burger,11226
Dunkin,10314
La Ruta Del Taco,11421
Burger King,10469
Subway,11426
"Dunkin',' Baskin Robbins",10034
La Ruta Del Taco,11421
Starbucks,11372
The Chicken Shack,11106
Crown Fried Chicken,10031
Dunkin Donuts,11414
Subway,10036
Starbucks,10004
Chipotle Mexican Grill,10004
Subway,10451
Fluffies Hot Chicken,10002
Domino's Pizza #3692,10029
Kennedy Fried Chicken,10469
Papa John's,10462
Dunkin,11234
Subway,10314
Shake Shack,11217
The Chicken Shack,11106
Dunkin,10024
Dunkin,10128
Kennedy Chicken & Pizza,10035
Dunkin',11235
Dunkin,11239
Subway,10451
Papa John's Pizza,11212
Chick-Fil-A,10314
Dunkin #363522,10001
Dunkin'/Baskin Robbins,10462
Taco Bell,11432
Dunkin,11372
Subway,11373
"Dunkin',' Baskin Robbins",11435
Dunkin',10004
Qdoba Mexican Eat,10314
Singsing Chicken & Karaoke,11106
Dunkin,11379
Five Guys,10038
Hanyang Chicken,11354
Dunkin' Donuts/Baskin Robbins,10016
Subway,10019
Starbucks Coffee,10010
Dunkin'/Baskin Robbins,11219
Subway,10466
Taco Bell Cantina #036012,10018
Kennedy Fried Chicken,10458
Bayside Chicken Lovers,11361
Subway,10451
Dunkin Baskin Robbins,11354
Dunkin',11238
Starbucks,10001
Chirping Chicken,10024
Dunkin,11214
New York Fried Chicken & Pizza,11223
Taco Bell,10029
Subway,10027
Taco Bell,10459
Krispy Krunchy Chicken,11201
Crown Fried Chicken,11221
Dunkin,11426
Dunkin,10019
Shake Shack,11217
Chipotle Mexican Grill,10022
Chipotle Mexican Grill,10016
Chipotle Mexican Grill,11362
Darbar's Chicken & Ribs,11419
Dunkin,10461
Papa Johns Pizza,11209
Kennedy Fried Chicken,10027
Burger King,10007
Subway #62918,11204
Dunkin Donuts,11369
Zinger Chicken & Grill,11223
Gai Chicken & Rice,10017
Mr. Chicken And Mrs. Tea,11417
Kennedy Fried Chicken,10458
Starbucks,10017
Panda Express,11105
Dunkin,10036
Starbucks,10025
Wendy's,11234
Burger King,10457
Tex's Chicken & Burgers,11226
Kfc,10302
Dunkin,10025
Rokstar Chicken,11101
Kennedy Chicken & Sandwiches,10468
Dunkin,11418
Subway,11418
Blazin Chicken & Gyro,10452
Starbucks,10023
Starbucks Coffee,10128
Burger King,10002
Domino's,11236
Subway,11234
Mr. Chicken And Mrs. Tea,11417
Taco Bell,10302
Kfc,11237
Pelicana Chicken,11104
Wendy's,10463
Papa John's,10033
Crown Fried Chicken & Pizza,10035
Kennedy Fried Chicken,10461
Popeyes Louisiana Chicken,11228
Dunkin',10458
Subway,10467
Starbucks Coffee,11234
Raising Cane's Chicken Fingers,11201
Domino's,10465
Papa John's,11208
Dunkin,11433
Popeyes,10467
Popeyes,11204
Taco Bell,11220
Starbucks Coffee#54771,11360
Starbucks,11368
Starbucks,10023
"Burger King, Popeyes",11209
"Dunkin', 'Baskin Robbins",11205
Starbucks Coffee,10016
Burger King,10036
Shake Shack,11201
Kfc,10003
Dunkin,11373
Chipotle Mexican Grill,10017
Popeyes,11208
Dunkin,10459
Chipotle Mexican Grill #3957,10455
Dunkin,11435
Chick-Fil-A,10314
Tex*S Chicken & Burgers,11354
Dunkin,10459
"Taco Bell, Kfc",10031
Chickpea,10121
Taco Bell,11370
Popeyes,10475
Panda Express #2845,11432
Papa John's,11216
Dunkin,11214
"Panera, Llc",11004
Subway,11232
H Chicken,11234
Starbucks,10012
Dunkin,10314
Kennedy Fried Chicken,10458
Dunkin,10464
Subway,11354
Chick-Fil-A,11217
Singsing Chicken & Karaoke,11106
