"County","License Number","Operation Type","Establishment Type","Entity Name","DBA Name","Street Number","Street Name","Address Line 2","Address Line 3","City","State","Zip Code","Square Footage","Georeference"
"WAYNE","738999","Store","AC","FASTRAC EG LLC","FASTRAC EG 211 - ONTARIO","1933","RT 104",,,"ONTARIO","NY","14519",,"POINT (-77.28776 43.22782)"
"CAYUGA","738998","Store","AC","FASTRAC EG LLC","FASTRAC EG 210 - WEEDSPORT","9027","N SENECA ST #####",,,"WEEDSPORT","NY","13166","2,000",
"OSWEGO","738995","Store","AC","FASTRAC EG LLC","FASTRAC EG 209 - PHOENIX","343","STATE RT 264",,,"PHOENIX","NY","13135","2,500","POINT (-76.30634 43.25485)"
"SUFFOLK","738992","Store","AC","OSCAR DELI & GROCERY NY CORP","OSCAR DELI & GROCERY NY","421","PULASKI STREET",,,"RIVERHEAD","NY","11901","1,300","POINT (-72.67131 40.92117)"
"CAYUGA","738990","Store","AC","FASTRAC EG LLC","FASTRAC EG 207 - AUBURN","136","GRANT AVE",,,"AUBURN","NY","13021","5,000","POINT (-76.55089 42.94399)"
"OSWEGO","738989","Store","ABC","FASTRAC EG LLC","FASTRAC EG 206 - PULASKI","3821","ROME RD",,,"PULASKI","NY","13142","36,000","POINT (-76.11823 43.55785)"
"OSWEGO","738985","Store","AC","FASTRAC EG LLC","FASTRAC EG - #204 CENTRAL SQUARE","3007","EAST AVE",,,"CENTRAL SQUARE","NY","13036","2,500","POINT (-76.12768 43.28649)"
"WAYNE","738984","Store","AC","FASTRAC EG LLC","FASTRAC EG 203 - WOLCOTT","5666","WHISKEY HILL RD",,,"WOLCOTT","NY","14590",,"POINT (-76.81406 43.20887)"
"KINGS","738981","Store","AC","812 CORP","DSK","812","FRANKLIN AVE",,,"BROOKLYN","NY","11225","700","POINT (-73.95817 40.67012)"
"NASSAU","738979","Store","AC","FRESH & TASTY SUSHI INC","FRESH & TASTY SUSHI","127","SUNRISE HIGHWAY ###",,,"ROCKVILLE CENTRE","NY","11570","100","POINT (-73.65078 40.6579)"
"WAYNE","738976","Store","AC","FASTRAC EG LLC","FASTRAC EG 202 - CLYDE","1","N PARK ST",,,"CLYDE","NY","14433",,"POINT (-76.86972 43.0845)"
"OSWEGO","738969","Store","ABC","FASTRAC EG LLC","FASTRAC EG 201-OSWEGO","214","W BRIDGE ST",,,"OSWEGO","NY","13126","4,000","POINT (-76.52662 43.45379)"
"ERIE","738963","Store","A","PARRAME ASIA MARKET LLC","PARRAME ASIA MARKET","1105","BROADWAY ST UNIT #7",,,"BUFFALO","NY","14212","1,600","POINT (-78.83418 42.89409)"
"SUFFOLK","738962","Store","AC","TJ HERO MARKET LTD","TJS HERO SHOP AT ROBINSON MKT","60","WASHINGTON AVENEUE",,,"PATCHOGUE","NY","11772","3,200","POINT (-72.99916 40.76973)"
"BRONX","738959","Store","AC","3 JS DELI GROCERY INC","3 JS DELI GROCERY","1098","ANDERSON AVE",,,"BRONX","NY","10452",,"POINT (-73.92532 40.8347)"
"NEW YORK","738958","Store","A","CVS ALBANY LLC","CVS/PHARMACY #11237","358","5TH AVE",,,"NEW YORK","NY","10001","10,000","POINT (-73.98438 40.74868)"
"NEW YORK","738957","Store","A","CVS ALBANY LLC","CVS/PHARMACY #11132","196","ORCHARD ST",,,"NEW YORK","NY","10002",,"POINT (-73.98811 40.72227)"
"NEW YORK","738955","Store","A","CVS ALBANY LLC","CVS/PHARMACY #10933","161","AVENUE OF THE AMERICAS",,,"NEW YORK","NY","10013",,"POINT (-74.00393 40.72578)"
"NEW YORK","738954","Store","A","TARGET CORP","TARGET STORE T-3312","1201","THIRD AVE",,,"NEW YORK","NY","10021","23,000","POINT (-73.96171 40.76825)"
"ERIE","738953","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #21065","1971","COLVIN BLVD",,,"TONAWANDA","NY","14150","4,000","POINT (-78.85217 42.99133)"
"HERKIMER","738952","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #20834","166","SOUTH ST",,,"WEST WINFIELD","NY","13491",,"POINT (-75.19216 42.8835)"
"HERKIMER","738951","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #19944","2102","STATE RT 5",,,"UTICA","NY","13502",,"POINT (-75.16226 43.1041)"
"ERIE","738944","Store","AC","B&S SALES INC","SENECA DELI","1199","SENECA ST",,,"BUFFALO","NY","14210","2,000","POINT (-78.83416 42.87047)"
"QUEENS","738941","Store","AC","R STOP 1 SUPERMARKET INC","R STOP 1 SUPERMARKET","111-01","43RD AVENUE",,,"CORONA","NY","11368","3,500","POINT (-73.85466 40.74961)"
"SUFFOLK","738931","Store","A","JANNAT ENTERPRISES INC","J MART & SMOKE SHOP","580","NY-112 STE 12",,,"PATCHOGUE","NY","11772","1,500","POINT (-73.00974 40.78861)"
"NEW YORK","738930","Store","AC","FONG ON 1933 INC","FONG ON","81","DIVISION STREET ####",,,"NEW YORK","NY","10002","3,600","POINT (-73.99371 40.7143)"
"QUEENS","738927","Store","AC","D&Z SUPERMARKET CORP","D&Z SUPERMARKET","77-00","QUEENS BLVD",,,"ELMHURST","NY","11373","7,000","POINT (-73.88619 40.73825)"
"ORANGE","738922","Store","AC","JTSP INC","ROCCOROMA","99","RAILROAD AVE",,,"GOSHEN","NY","10924","2,500","POINT (-74.32823 41.40206)"
"CHENANGO","738919","Store","AC","TROYER CRIST","HERITAGE PASTRIES","329","COUNTY RD 36",,,"GUILFORD","NY","13780","600","POINT (-75.47316 42.42161)"
"NEW YORK","738911","Store","AC","C & F MARKET PLACE CORP","LUNA BROTHERS FRUIT PLAZA","88","ESSEX STREET STALL #14 & 15",,,"NEW YORK","NY","10002","2,000","POINT (-73.98861 40.71777)"
"BRONX","738906","Store","AC","CRUZ CORDERO RAMON A","LA GAVIOTA DELI GROCERY","565","EAST 188TH STREET",,,"BRONX","NY","10458",,"POINT (-73.88794 40.857)"
"NEW YORK","738904","Store","AC","1902 NEW WAY GOURMET DELI INC","1902 NEW WAY GOURMET DELI","1902","7TH AVENUE",,,"NEW YORK","NY","10026","1,300","POINT (-73.95297 40.80273)"
"NEW YORK","738896","Store","AC","TWINS DELI & GROCERY NYC INC","TWINS DELI & GROCERY NYC","1974","7TH AVE",,,"NEW YORK","NY","10026",,"POINT (-73.95128 40.80508)"
"QUEENS","738893","Store","AC","ABC MEAT CORP","KEY FOOD # 2468","90-28","JAMAICA AVENUE",,,"WOODHAVEN","NY","11421","7,500","POINT (-73.85386 40.69304)"
"NEW YORK","738886","Store","AC","YUMMY FOODS CENTER CORP","YUMMY FOODS CENTER","2240","7TH AVENUE",,,"NEW YORK","NY","10027","1,000","POINT (-73.94527 40.81332)"
"KINGS","738885","Store","AC","BRIGHTON BEACH INTERNATIONAL FOOD INC","TASTE OF RUSSIA","219","BRIGHTON BEACH AVE",,,"BROOKLYN","NY","11235","6,000","POINT (-73.96647 40.57654)"
"QUEENS","738883","Store","AC","ALEC FOOD CORP","MET FRESH MARKET PLACE","59-15","ROOSEVELT AVE",,,"WOODSIDE","NY","11377","10,000","POINT (-73.90469 40.74545)"
"QUEENS","738882","Store","AC","APNA FOOD & OIL CORP","BP SHOP","65-10","QUEENS BLVD",,,"WOODSIDE","NY","11377","800","POINT (-73.90003 40.74064)"
"BRONX","738881","Store","AC","MI TIERRA FRUIT MARKET CORP","MI TIERRA FRUIT MARKET","702","EAST 187TH STREET",,,"BRONX","NY","10458",,"POINT (-73.8842 40.85408)"
"NEW YORK","738872","Store","AC","WING LONG TRADING INC","WING LONG TRADING","135","MOTT STREET FRONT B",,,"NEW YORK","NY","10013","500","POINT (-73.99674 40.71846)"
"KINGS","738867","Store","AC","MARUTI 9116 CORP","MARUTI 9116","9116","THIRD AVENUE",,,"BROOKLYN","NY","11209","2,000","POINT (-74.03266 40.61953)"
"NASSAU","738824","Store","AC","SSNS EXPRESS LLC","SSNS EXPRESS","330","CENTRAL AVENUE ###",,,"LAWRENCE","NY","11559","13,000","POINT (-73.72971 40.61789)"
"ULSTER","738807","Store","AC","BARAHONA A RIGORBERTO","DONA MAITE STORE","688","BROADWAY",,,"KINGSTON","NY","12401","1,200","POINT (-74.00813 41.93091)"
"QUEENS","738805","Store","ABC","SSNS EXPRESS LLC","SEASONS EXPRESS","68-18","MAIN STREET ####",,,"FLUSHING","NY","11367","10,000","POINT (-73.82515 40.73282)"
"KINGS","738802","Store","AC","ALIVE HERBALS II CORP","ALIVE HERBALS II","95","HALSEY STREET ####",,,"BROOKLYN","NY","11216","1,000","POINT (-73.9497 40.68181)"
"KINGS","738800","Store","ABCH","CRUST BAKER INC","CRUST BAKER","1149","NOSTRAND AVE",,,"BROOKLYN","NY","11225","2,000","POINT (-73.9505 40.65957)"
"BRONX","738799","Store","AC","SALS PLACE DELI & GROCERY 1 CORP","SALS PLACE DELI & GROCERY 1","1971","BRONXDALE AVE",,,"BRONX","NY","10462","900","POINT (-73.86356 40.84954)"
"QUEENS","738797","Store","AC","115 LEFFERTBLVD NEWSTAND INC","115 LEFFERTBLVD NEWSTAND","115-07","LEFFERTS BLVD",,,"SOUTH OZONE PARK","NY","11420","1,200","POINT (-73.81947 40.6767)"
"SUFFOLK","738794","Store","AC","PUPUSSAS OLOCUILTA DELI INC","PUPUSSAS OLOCUILTA DELI","1585","5TH AVENUE",,,"BAY SHORE","NY","11706","1,200","POINT (-73.26207 40.75527)"
"QUEENS","738793","Store","AC","CORONA CAFE INC","CORONA CAFE","53-06","108TH STREET ###",,,"CORONA","NY","11368","2,500","POINT (-73.85449 40.74242)"
"MONROE","738791","Store","AC","HERRMANNS FAMILY ENTERPRISE INC","HERREMAS MARKETPLACE","125","PATTONWOOD DRIVE",,,"ROCHESTER","NY","14617",,"POINT (-77.60617 43.24805)"
"KINGS","738790","Store","AC","CERRITO DELI GROCERY CORPORATION","CERRITO DELI GROCERY","4001","9TH AVE",,,"BROOKLYN","NY","11232","1,600","POINT (-73.99576 40.64529)"
"BRONX","738787","Store","AC","SALAH MARKET CORP","SALAH MARKET","700A","GRAND CONCOURSE",,,"BRONX","NY","10451","750","POINT (-73.92512 40.82195)"
"BRONX","738785","Store","AC","C&V DELI GROCERY CORP","C&V DELI GROCERY","1668","ZEREGA AVENUE",,,"BRONX","NY","10462","700","POINT (-73.85097 40.83974)"
"BRONX","738780","Store","AC","EUROLAB MARKET INC","EUROLAB MARKET","2326","ARTHUR AVE ###",,,"BRONX","NY","10458",,"POINT (-73.88897 40.85396)"
"KINGS","738776","Store","AC","BROOKLYN DELI & GROCERY INC","BROOKLYN DELI & GROCERY","1322","NOSTRAND AVE",,,"BROOKLYN","NY","11226",,"POINT (-73.94999 40.65462)"
"KINGS","738774","Store","AC","3RD GEN FOOD MARKET CORP","3RD GEN FOOD MARKET","689","RALPH AVE",,,"BROOKLYN","NY","11212","1,000","POINT (-73.92247 40.66596)"
"QUEENS","738770","Store","AC","PARWAN DELI CORP","SPRING BREAK DELI","220-02","HORACE HARDING EXPWY",,,"OAKLAND GARDENS","NY","11364","2,000","POINT (-73.75767 40.74878)"
"BRONX","738769","Store","A","L & T DISCOUNT SPOT CORP","L & T DISCOUNT SPOT","488","E 163RD STREET",,,"BRONX","NY","10451",,"POINT (-73.90992 40.82446)"
"RICHMOND","738764","Store","AC","WOODROW FOODS CORP","FANELLI'S DELI & MEAT","566","WOODROW RD",,,"STATEN ISLAND","NY","10312","1,200","POINT (-74.18671 40.55134)"
"SUFFOLK","738759","Store","AC","WAQAR INC","EDIBLE ARRANGEMENTS","520","COMMACK RD",,,"DEER PARK","NY","11729","1,200","POINT (-73.31124 40.76717)"
"BRONX","738747","Store","AC","146 DELI CORP","146 DELI","461","WILLIS AVE",,,"BRONX","NY","10455","1,000","POINT (-73.91932 40.81398)"
"BRONX","738745","Store","AC","1247 DELI & GROCERY CORP","1247 DELI & GROCERY","1247","WEBSTER AVENUE",,,"BRONX","NY","10456","1,200","POINT (-73.90914 40.83311)"
"KINGS","738744","Store","AC","PERALTA MINI MARKET CORP","PERALTA MINI MARKET","3210","FULTON STREET",,,"BROOKLYN","NY","11208","2,200","POINT (-73.87649 40.68241)"
"WESTCHESTER","738743","Store","AC","MIKE SUSHI INC","MIKE SUSHI","266","ROUTE 202 ####",,,"SOMERS","NY","10589",,"POINT (-73.689653 41.327297)"
"KINGS","738742","Store","AC","GOURMET FRESH 2 LLC","GOURMET FRESH 2","530","86TH STREET",,,"BROOKLYN","NY","11209","8,000","POINT (-74.02522 40.62088)"
"NEW YORK","738741","Store","AC","M2M ALUMNI HALL CORP","H MART","39","3RD AVE",,,"NEW YORK","NY","10003","5,000","POINT (-73.98924 40.73046)"
"NEW YORK","738740","Store","AC","SANTO DOMINGO GROCERY CORP","SANTO DOMINGO GROCERY","602","W 180TH STREET",,,"NEW YORK","NY","10033","750","POINT (-73.93453 40.84875)"
"KINGS","738738","Store","A","ASIM DELI & GROCERY INC","ASIM DELI & GROCERY","356","S 1ST STREET",,,"BROOKLYN","NY","11211",,"POINT (-73.95271 40.71061)"
"BRONX","738735","Store","AC","KALAJA S BROTHERS INC","MOBIL MART","1106","METCALF AVE",,,"BRONX","NY","10472","1,800","POINT (-73.87214 40.82737)"
"QUEENS","738731","Store","AC","JAMAICA KING DELI CORP","JAMAICA KING DELI","218-29","JAMAICA AVE",,,"QUEENS VILLAGE","NY","11428","1,300","POINT (-73.73644 40.71808)"
"ERIE","738728","Store","AC","WATSONS CANDIES INC","WATSONS CANDIES","738","ELMWOOD AVE",,,"BUFFALO","NY","14222","700","POINT (-78.87704 42.91723)"
"CHENANGO","738725","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #19913","109","STATE RT 12",,,"CHENANGO FORKS","NY","13746","9,700","POINT (-75.83611 42.24552)"
"DELAWARE","738724","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #19989","2205","NYS RT 206",,,"MASONVILLE","NY","13804","7,263","POINT (-75.37507 42.24212)"
"QUEENS","738718","Store","AC","BIG PENNSY LLC","STAND ALONE CHEESE","79-07","37TH AVE",,,"JACKSON HEIGHTS","NY","11372",,"POINT (-73.88684 40.74948)"
"BRONX","738717","Store","AC","SNACK ATTACK DELI 1 INC","SNACK ATTACK DELI 1","976","LONGWOOD AVE",,,"BRONX","NY","10459","1,000","POINT (-73.89788 40.8173)"
"SUFFOLK","738714","Store","AC","DENKYL COMFORT","ALL NATION AFRICAN MKT","1750","SUNRISE HWY",,,"BAY SHORE","NY","11706","1,200","POINT (-73.24074 40.73714)"
"NASSAU","738711","Store","AC","EAST END GRIP LLC","OLD TAPPEN BREWING COMPANY","37","LUDLAM AVE###",,,"BAYVILLE","NY","11709","1,200","POINT (-73.54931 40.90564)"
"KINGS","738709","Store","AC","BH SPRINKLES WILLIAMSBURG INC","SPRINKLES","194","WALLABOUT STREET ####",,,"BROOKLYN","NY","11206",,"POINT (-73.95527 40.69993)"
"KINGS","738707","Store","A","FAMILY DOLLAR STORES OF NEW YORK LLC","FAMILY DOLLAR #32292","644","GATES AVE",,,"BROOKLYN","NY","11221","7,140","POINT (-73.9392 40.6875)"
"SCHENECTADY","738700","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #8749","2001","BROADWAY",,,"SCHENECTADY","NY","12306","5,000","POINT (-73.96526 42.79813)"
"BRONX","738695","Store","AC","MOCHA COFFEE EXPRESS LLC","MOCHA COFFEE EXPRESS","481","MORRIS PARK AVENUE ##","(TRAIN STATION)",,"BRONX","NY","10460",,"POINT (-73.87258 40.8412)"
"QUEENS","738694","Store","AC","PRAMUKH 80 INC","E SMOKE & CONVENIENCE","80-02","ROOSEVELT AVE",,,"JACKSON HEIGHTS","NY","11372",,"POINT (-73.88561 40.74745)"
"ONONDAGA","738693","Store","AC","PMA FOODS LLC","PMA FOODS","2","S CLINTON ST ###",,,"SYRACUSE","NY","13202","1,500","POINT (-76.1532676219 43.04968614775)"
"QUEENS","738692","Store","AC","PRAMUKH 79 INC","E SMOKE & CONVENIENCE","79-20","ROOSEVELT AVE",,,"JACKSON HEIGHTS","NY","11372",,"POINT (-73.8859 40.74742)"
"KINGS","738682","Store","AC","LA JUGUERIA INC","LA JUGUERIA","410","52ND STREET",,,"BROOKLYN","NY","11220","1,500","POINT (-74.01332 40.64509)"
"NEW YORK","738681","Store","AC","EL AGUILA FOOD CORP","EL AGUILA FOOD","248","NAGLE AVENUE",,,"NEW YORK","NY","10034",,"POINT (-73.9207 40.86311)"
"BRONX","738680","Store","AC","N & Y CLASSIC DELI INC","N & Y CLASSIC DELI","3155","VILLA AVE",,,"BRONX","NY","10468","900","POINT (-73.88722 40.87581)"
"ERIE","738678","Store","AC","TAHER MAHER M & ALHARBI MAJDY A","M&M FOOD MART","1650","KENSINGTON AVE",,,"BUFFALO","NY","14215","2,400","POINT (-78.79594 42.94541)"
"BRONX","738677","Store","AC","OJ VALERIO DELI GROCERY INC","OJ VALERIO DELI GROCERY","1331","WEBSTER AVE ####",,,"BRONX","NY","10456",,"POINT (-73.90827 40.83469)"
"NEW YORK","738673","Store","AC","1219 DELI CORP","DELI DELI","1219","1ST AVENUE ####",,,"NEW YORK","NY","10065",,"POINT (-73.95893 40.76381)"
"QUEENS","738672","Store","AC","MIGHTY OAK ROASTERS INC","MIGHTY OAK ROASTERS","2801","24TH AVENUE",,,"ASTORIA","NY","11102","2,200","POINT (-73.91697 40.7734)"
"CATTARAUGUS","738670","Store","AC","JIMS PARK AND SHOP LLC","JIMS PARK AND SHOP","1014","FRONT STREET",,,"OLEAN","NY","14760","10,000","POINT (-78.42659 42.08853)"
"ORANGE","738669","Store","AC","DMMTA ENTERPRISES INC","KWIK MART","10","OAKLAND AVENUE",,,"WARWICK","NY","10990","1,500","POINT (-74.36039 41.25516)"
"WESTCHESTER","738663","Store","AC","CHESTNUT MARTS INC","CHESTNUT MARTS - 259 UNDERHILL AVE","259","UNDERHILL AVE",,,"WEST HARRISON","NY","10604","1,500","POINT (-73.74927 41.04179)"
"NASSAU","738645","Store","AC","TRIPLE F DELI CORP","TRIPLE F DELI","227","BABYLON TPKE",,,"ROOSEVELT","NY","11575","1,000","POINT (-73.58301 40.6747)"
"BRONX","738644","Store","AC","JOHORA CORPORATION","TASTY CORNER","900","E GUN HILL RD",,,"BRONX","NY","10469","1,600","POINT (-73.86029 40.87546)"
"PUTNAM","738643","Store","AC","BREWSTER SNACK SHOP INC","MOBIL MART","978","ROUTE 22",,,"BREWSTER","NY","10509","1,400","POINT (-73.60304 41.39737)"
"QUEENS","738637","Store","A","MARK INTERNATIONAL LLC","COME N PICK","63-01","39TH AVE",,,"WOODSIDE","NY","11377",,"POINT (-73.90058 40.74665)"
"ALBANY","738635","Store","AC","CENTRAL DELI & GROCERY INC","CENTRAL DELI & GROCERY","20","CENTRAL AVE",,,"ALBANY","NY","12210","1,000","POINT (-73.76427 42.65753)"
"RICHMOND","738634","Store","AC","CASTLE DELI AND GROCERY CORP","CASTLE DELI AND GROCERY","1215","CASTLETON AVE",,,"STATEN ISLAND","NY","10310","3,000","POINT (-74.12292 40.63408)"
"MONROE","738630","Store","AC","N&I MARKET INC","7 ELEVEN STORE #35083A","5947","E HENRIETTA RD ####",,,"RUSH","NY","14543",,"POINT (-77.64594 42.99666)"
"KINGS","738625","Store","AC","MAITA DELI GROCERY CORP","MAITA DELI GROCERY","1571","ST JOHNS PLACE",,,"BROOKLYN","NY","11213","900","POINT (-73.92555 40.6703)"
"CATTARAUGUS","738623","Store","AC","SALAMANCA REDEMPTION & BEVERAGE LLC","SALAMANCA REDEMPTION & BEV","282-284","CENTRAL AVE",,,"SALAMANCA","NY","14779","2,000","POINT (-78.69479 42.16587)"
"BRONX","738619","Store","AC","MELO DELI GROCERY CORP","MELO DELI GROCERY","1304","BOSTON ROAD",,,"BRONX","NY","10456","900","POINT (-73.89995 40.83134)"
"BRONX","738608","Store","AC","FRIENDS DELI & GRILL CORP","FRIENDS DELI & GRILL","585","SOUTHERN BLVD",,,"BRONX","NY","10455","1,200","POINT (-73.90218 40.81269)"
"BRONX","738607","Store","AC","BERMUDEZ FOOD MARKET CORP","BERMUDEZ FOOD MARKET","170","W TREMONT AVENUE",,,"BRONX","NY","10453",,"POINT (-73.91579 40.85083)"
"KINGS","738593","Store","AC","STATE EXPRESS DELI CORP","STATE EXPRESS DELI","68","BOND STREET",,,"BROOKLYN","NY","11217","1,500","POINT (-73.98432 40.6877)"
"BRONX","738591","Store","AC","2193 DELI GROCERY MARKET INC","2193 DELI GROCERY MARKET","2193","GRAND CONCOURSE",,,"BRONX","NY","10453",,"POINT (-73.90116 40.8558)"
"KINGS","738590","Store","AC","TACOS CALIFORNIA 1 MEXICAN RESTAURANT CO","MEXICAN DELI","6114","5TH AVENUE",,,"BROOKLYN","NY","11220",,"POINT (-74.01708 40.63859)"
"BRONX","738579","Store","AC","P AND P MEAT MARKET INC","ANTILLANA MEAT MARKET","88-90","WEST 165TH STREET",,,"BRONX","NY","10452","1,200","POINT (-73.92758 40.8341)"
"KINGS","738574","Store","A","INVICTUS PHARMACY CORP","RED STONE PHARMACY","2749","PITKIN AVE",,,"BROOKLYN","NY","11208","1,500","POINT (-73.87064 40.67558)"
"NEW YORK","738564","Store","AC","JAE D SUH","NEW STAR FISH MARKET","88","ESSEX ST #28 ####",,,"NEW YORK","NY","10002","900","POINT (-73.98861 40.71777)"
"ERIE","738563","Store","AC","95 NUTRITION LLC","95 NUTRITION","141","BUFFALO ST ###",,,"HAMBURG","NY","14075","900","POINT (-78.82655 42.71929)"
"NIAGARA","738562","Store","AC","95 NUTRITION LLC","95 NUTRITION","5758","S TRANSIT RD ###",,,"LOCKPORT","NY","14094","2,000","POINT (-78.6969 43.14632)"
"QUEENS","738561","Store","AC","219 JAMAICA FISH MARKET INC","219 JAMAICA FISH MARKET","219-17","JAMAICA AVE ###",,,"QUEENS VILLAGE","NY","11428","1,500","POINT (-73.73553 40.71841)"
"QUEENS","738559","Store","AC","GREENPOINT EXPRESSWAY INC","MOBIL MART","35-15","GREENPOINT AVE ###",,,"LONG ISLAND CITY","NY","11101","700","POINT (-73.93051 40.7375)"
"NEW YORK","738556","Store","A","MAHANT 195 INC","MAHANT 195","195","9TH AVE",,,"NEW YORK","NY","10011","1,800","POINT (-74.00191 40.74569)"
"KINGS","738546","Store","AC","DANISH ORGANIC 6 INC","DANISH ORGANIC 6","7702","3RD AVE",,,"BROOKLYN","NY","11209","1,500","POINT (-74.02842 40.62994)"
"KINGS","738545","Store","AC","NEW FRIENDS FOOD MARKET CORP","NEW FRIENDS FOOD MARKET","244","RIDGEWOOD AVENUE",,,"BROOKLYN","NY","11208","1,500","POINT (-73.87949 40.68372)"
"KINGS","738541","Store","AC","ALI DELI & GROCERY NY INC","ALI DELI & GROCERY NY","839","PENNSYLVANIA AVE ###",,,"BROOKLYN","NY","11207","1,500","POINT (-73.88946 40.65715)"
"BRONX","738539","Store","AC","ROYAL REAL INC","BRAVO SUPERMARKET","745","WESTCHESTER AVENUE",,,"BRONX","NY","10455","10,000","POINT (-73.90575 40.81768)"
"QUEENS","738536","Store","AC","DAMIAN POLISH-AMERICAN FOODS INC","RANCZO POLISH DELI","93-04","101ST AVE ##",,,"OZONE PARK","NY","11416","800","POINT (-73.84739 40.68387)"
"KINGS","738534","Store","AC","JK FLATBUSH FARM CORP","JK FLATBUSH FARM","1124","FLATBUSH AVE",,,"BROOKLYN","NY","11226","4,000","POINT (-73.95773 40.64306)"
"SUFFOLK","738528","Store","AC","FRESH & TASTY SUSHI INC","FRESH & TASTY SUSHI","1960","DEER PARK AVENUE",,,"DEER PARK","NY","11729","100","POINT (-73.33177 40.76409)"
"KINGS","738524","Store","AC","SUPER STARLIN DELI CORP","SUPER STARLIN DELI","172","SCHENECTADY AVE",,,"BROOKLYN","NY","11213","1,000","POINT (-73.93347 40.67328)"
"NEW YORK","738523","Store","AC","DYLANS CANDY BAR LLC","DYLANS CANDY BAR","500","W. 33RD ST. LEVEL 4 ###","SPACE RU 434  ###",,"NEW YORK","NY","10001",,"POINT (-73.99991 40.75404)"
"WAYNE","738522","Store","AC","STONE GOOSE ENTERPRISES INC","APPLE FARM STAND @ STONE GOOSE FARMS","5630","NORRIS ROAD ####",,,"NORTH ROSE","NY","14516",,"POINT (-76.93413 43.20519)"
"OTSEGO","738521","Store","AC","WEAVERS SALES & DIST LLC","WEAVERS FARM MARKET","1272","EAST SIDE RD",,,"MORRIS","NY","13808","5,500","POINT (-75.24563 42.53365)"
"QUEENS","738516","Store","AC","SBF FISHERY INC","S B F FISHERY","130-35","MERRICK BLVD###",,,"JAMAICA","NY","11434","500","POINT (-73.76214 40.68005)"
"NEW YORK","738514","Store","AC","DE LA CRUZ JOSE","VIVA FRUIT & VEGETABLES","88","ESSEX STREET #6&7",,,"NEW YORK","NY","10002","1,000","POINT (-73.98861 40.71777)"
"WARREN","738513","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #19808","1858","RTE 9",,,"LAKE GEORGE","NY","12845",,"POINT (-73.70406 43.39252)"
"ONONDAGA","738512","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #19518","7344","RTE 20",,,"POMPEY","NY","13138","9,346","POINT (-76.01398 42.89776)"
"QUEENS","738508","Store","AC","WHITESTONE MARKET INC","MET FRESH SUPERMARKET","24-11","150TH STREET",,,"WHITESTONE","NY","11357","18,000","POINT (-73.81483 40.77671)"
"NASSAU","738501","Store","AC","FANTINO DELI GROCERY CORP","FANTINO DELI GROCERY 04/01/19","149","MAIN STREET",,,"HEMPSTEAD","NY","11550",,"POINT (-73.62611 40.71152)"
"KINGS","738494","Store","AC","BAY RIDGE KINGS MARKET INC","BAY RIDGE KINGS MARKET","8118","5TH AVENUE",,,"BROOKLYN","NY","11209","1,000","POINT (-74.02463 40.62463)"
"QUEENS","738493","Store","AC","BRIARWOOD NEWS INC","BRIARWOOD CONVENIENCE STORE","137-63","QUEENS BLVD",,,"JAMAICA","NY","11435",,"POINT (-73.81902 40.70922)"
"NIAGARA","738480","Store","AC","CHENEZS POPCORN LLC","CHENEZS POPCORN","21","MAIN ST SUITE 1-2  ###",,,"LOCKPORT","NY","14094",,"POINT (-78.69304 43.16975)"
"ULSTER","738470","Store","A","DOLGEN NEW YORK LLC","DOLLAR GENERAL #17899","3592","RT 9W",,,"HIGHLAND","NY","12528","9,200","POINT (-73.96362 41.71283)"
"SUFFOLK","738469","Store","AC","MONTAUK BREWING COMPANY INC","MONTAUK BREWING COMPANY","62","S ERIE AVE",,,"MONTAUK","NY","11954","2,100","POINT (-71.94425 41.03684)"
"NASSAU","738468","Store","AC","MAJO DELI & GROCERIES INC","MAJO DELI","344","UNIONDALE AVE  ###",,,"UNIONDALE","NY","11553","1,700","POINT (-73.59253 40.70735)"
"ERIE","738461","Store","A","A&Z 786 VENTURE INC","A&Z 786 VENTURE","665","MILLERSPORT HWY###",,,"BUFFALO","NY","14226",,"POINT (-78.80508 42.97244)"
"ERIE","738460","Store","A","AZ INVESTMENT INC","BUDDYS","5095","MAIN ST###",,,"BUFFALO","NY","14221","1,800","POINT (-78.76233 42.95963)"
"NEW YORK","738459","Store","AC","FORMAGGIO ESSEX LLC","FORMAGGIO ESSEX","88","ESSEX STREET, ESSEX MARKET","STALL 12",,"NEW YORK","NY","10002","500","POINT (-73.98861 40.71777)"
"DUTCHESS","738457","Store","A","ROMERO DIANA","RUBY HILL FARM","2325","SALT POINT TURNPIKE",,,"CLINTON CORNERS","NY","12514","300","POINT (-73.76897 41.82752)"
"WAYNE","738444","Store","AC","SONBYRNE SALES INC","BYRNE DAIRY #130 (E NEWARK)","515","E UNION ST",,,"NEWARK","NY","14513",,"POINT (-77.08061 43.04414)"
